NOC,Region,Occupational category
#2244,Kootenay,Non-management occupations
#2251,Kootenay,Non-management occupations
#2252,Kootenay,Non-management occupations
#2253,Kootenay,Non-management occupations
#2254,Kootenay,Non-management occupations
#2255,Kootenay,Non-management occupations
#2261,Kootenay,Non-management occupations
#2262,Kootenay,Non-management occupations
#2263,Kootenay,Non-management occupations
#2264,Kootenay,Non-management occupations
#2271,Kootenay,Non-management occupations
#2272,Kootenay,Non-management occupations
#2273,Kootenay,Non-management occupations
#2274,Kootenay,Non-management occupations
#2275,Kootenay,Non-management occupations
#2281,Kootenay,Non-management occupations
#2282,Kootenay,Non-management occupations
#2283,Kootenay,Non-management occupations
#3011,Kootenay,Non-management occupations
#3012,Kootenay,Non-management occupations
#3111,Kootenay,Non-management occupations
#3112,Kootenay,Non-management occupations
#3113,Kootenay,Non-management occupations
#3114,Kootenay,Non-management occupations
#3121,Kootenay,Non-management occupations
#3122,Kootenay,Non-management occupations
#3124,Kootenay,Non-management occupations
#3125,Kootenay,Non-management occupations
#3131,Kootenay,Non-management occupations
#3132,Kootenay,Non-management occupations
#3141,Kootenay,Non-management occupations
#3142,Kootenay,Non-management occupations
#3143,Kootenay,Non-management occupations
#3144,Kootenay,Non-management occupations
#3211,Kootenay,Non-management occupations
#3212,Kootenay,Non-management occupations
#3213,Kootenay,Non-management occupations
#3214,Kootenay,Non-management occupations
#3215,Kootenay,Non-management occupations
#3216,Kootenay,Non-management occupations
#3217,Kootenay,Non-management occupations
#3219,Kootenay,Non-management occupations
#3221,Kootenay,Non-management occupations
#3222,Kootenay,Non-management occupations
#3223,Kootenay,Non-management occupations
#3231,Kootenay,Non-management occupations
#3232,Kootenay,Non-management occupations
#3233,Kootenay,Non-management occupations
#3234,Kootenay,Non-management occupations
#3236,Kootenay,Non-management occupations
#3237,Kootenay,Non-management occupations
#3411,Kootenay,Non-management occupations
#3413,Kootenay,Non-management occupations
#3414,Kootenay,Non-management occupations
#4011,Kootenay,Non-management occupations
#4012,Kootenay,Non-management occupations
#4021,Kootenay,Non-management occupations
#4031,Kootenay,Non-management occupations
#4032,Kootenay,Non-management occupations
#4033,Kootenay,Non-management occupations
#4111,Kootenay,Non-management occupations
#4112,Kootenay,Non-management occupations
#4151,Kootenay,Non-management occupations
#4152,Kootenay,Non-management occupations
#4153,Kootenay,Non-management occupations
#4154,Kootenay,Non-management occupations
#4155,Kootenay,Non-management occupations
#4156,Kootenay,Non-management occupations
#4161,Kootenay,Non-management occupations
#4162,Kootenay,Non-management occupations
#4163,Kootenay,Non-management occupations
#4164,Kootenay,Non-management occupations
#4165,Kootenay,Non-management occupations
#4166,Kootenay,Non-management occupations
#4167,Kootenay,Non-management occupations
#4168,Kootenay,Non-management occupations
#4169,Kootenay,Non-management occupations
#4211,Kootenay,Non-management occupations
#4212,Kootenay,Non-management occupations
#4214,Kootenay,Non-management occupations
#4215,Kootenay,Non-management occupations
#4216,Kootenay,Non-management occupations
#4217,Kootenay,Non-management occupations
#4311,Kootenay,Non-management occupations
#4312,Kootenay,Non-management occupations
#4313,Kootenay,Non-management occupations
#4411,Kootenay,Non-management occupations
#4412,Kootenay,Non-management occupations
#4413,Kootenay,Non-management occupations
#4421,Kootenay,Non-management occupations
#4422,Kootenay,Non-management occupations
#4423,Kootenay,Non-management occupations
#5111,Kootenay,Non-management occupations
#5112,Kootenay,Non-management occupations
#5113,Kootenay,Non-management occupations
#5121,Kootenay,Non-management occupations
#5122,Kootenay,Non-management occupations
#5123,Kootenay,Non-management occupations
#5125,Kootenay,Non-management occupations
#5131,Kootenay,Non-management occupations
#5132,Kootenay,Non-management occupations
#5133,Kootenay,Non-management occupations
#5134,Kootenay,Non-management occupations
#5135,Kootenay,Non-management occupations
#5136,Kootenay,Non-management occupations
#5211,Kootenay,Non-management occupations
#5212,Kootenay,Non-management occupations
#5221,Kootenay,Non-management occupations
#5222,Kootenay,Non-management occupations
#5223,Kootenay,Non-management occupations
#5224,Kootenay,Non-management occupations
#5225,Kootenay,Non-management occupations
#5226,Kootenay,Non-management occupations
#5227,Kootenay,Non-management occupations
#5231,Kootenay,Non-management occupations
#5232,Kootenay,Non-management occupations
#5241,Kootenay,Non-management occupations
#5242,Kootenay,Non-management occupations
#5243,Kootenay,Non-management occupations
#5244,Kootenay,Non-management occupations
#5245,Kootenay,Non-management occupations
#5251,Kootenay,Non-management occupations
#5252,Kootenay,Non-management occupations
#5253,Kootenay,Non-management occupations
#5254,Kootenay,Non-management occupations
#6211,Kootenay,Non-management occupations
#6221,Kootenay,Non-management occupations
#6222,Kootenay,Non-management occupations
#6231,Kootenay,Non-management occupations
#6232,Kootenay,Non-management occupations
#6235,Kootenay,Non-management occupations
#6311,Kootenay,Non-management occupations
#6312,Kootenay,Non-management occupations
#6313,Kootenay,Non-management occupations
#6314,Kootenay,Non-management occupations
#6315,Kootenay,Non-management occupations
#6316,Kootenay,Non-management occupations
#6321,Kootenay,Non-management occupations
#6322,Kootenay,Non-management occupations
#6331,Kootenay,Non-management occupations
#6332,Kootenay,Non-management occupations
#6341,Kootenay,Non-management occupations
#6342,Kootenay,Non-management occupations
#6343,Kootenay,Non-management occupations
#6344,Kootenay,Non-management occupations
#6345,Kootenay,Non-management occupations
#6346,Kootenay,Non-management occupations
#6411,Kootenay,Non-management occupations
#6421,Kootenay,Non-management occupations
#6511,Kootenay,Non-management occupations
#6512,Kootenay,Non-management occupations
#6513,Kootenay,Non-management occupations
#6521,Kootenay,Non-management occupations
#6522,Kootenay,Non-management occupations
#6523,Kootenay,Non-management occupations
#6524,Kootenay,Non-management occupations
#6525,Kootenay,Non-management occupations
#6531,Kootenay,Non-management occupations
#6532,Kootenay,Non-management occupations
#6533,Kootenay,Non-management occupations
#6541,Kootenay,Non-management occupations
#6551,Kootenay,Non-management occupations
#6552,Kootenay,Non-management occupations
#6561,Kootenay,Non-management occupations
#6562,Kootenay,Non-management occupations
#6563,Kootenay,Non-management occupations
#6564,Kootenay,Non-management occupations
#6611,Kootenay,Non-management occupations
#6621,Kootenay,Non-management occupations
#6622,Kootenay,Non-management occupations
#6623,Kootenay,Non-management occupations
#6711,Kootenay,Non-management occupations
#6721,Kootenay,Non-management occupations
#6722,Kootenay,Non-management occupations
#6731,Kootenay,Non-management occupations
#6732,Kootenay,Non-management occupations
#6733,Kootenay,Non-management occupations
#6741,Kootenay,Non-management occupations
#6742,Kootenay,Non-management occupations
#7201,Kootenay,Non-management occupations
#7202,Kootenay,Non-management occupations
#7203,Kootenay,Non-management occupations
#7204,Kootenay,Non-management occupations
#7205,Kootenay,Non-management occupations
#7231,Kootenay,Non-management occupations
#7232,Kootenay,Non-management occupations
#7233,Kootenay,Non-management occupations
#7234,Kootenay,Non-management occupations
#7235,Kootenay,Non-management occupations
#7236,Kootenay,Non-management occupations
#7237,Kootenay,Non-management occupations
#7241,Kootenay,Non-management occupations
#7242,Kootenay,Non-management occupations
#7243,Kootenay,Non-management occupations
#7244,Kootenay,Non-management occupations
#7245,Kootenay,Non-management occupations
#7246,Kootenay,Non-management occupations
#7247,Kootenay,Non-management occupations
#7251,Kootenay,Non-management occupations
#7252,Kootenay,Non-management occupations
#7253,Kootenay,Non-management occupations
#7271,Kootenay,Non-management occupations
#7272,Kootenay,Non-management occupations
#7281,Kootenay,Non-management occupations
#7282,Kootenay,Non-management occupations
#7283,Kootenay,Non-management occupations
#7284,Kootenay,Non-management occupations
#7291,Kootenay,Non-management occupations
#7292,Kootenay,Non-management occupations
#7293,Kootenay,Non-management occupations
#7294,Kootenay,Non-management occupations
#7295,Kootenay,Non-management occupations
#7301,Kootenay,Non-management occupations
#7302,Kootenay,Non-management occupations
#7303,Kootenay,Non-management occupations
#7304,Kootenay,Non-management occupations
#7305,Kootenay,Non-management occupations
#7311,Kootenay,Non-management occupations
#7312,Kootenay,Non-management occupations
#7313,Kootenay,Non-management occupations
#7314,Kootenay,Non-management occupations
#7315,Kootenay,Non-management occupations
#7316,Kootenay,Non-management occupations
#7318,Kootenay,Non-management occupations
#7321,Kootenay,Non-management occupations
#7322,Kootenay,Non-management occupations
#7331,Kootenay,Non-management occupations
#7332,Kootenay,Non-management occupations
#7333,Kootenay,Non-management occupations
#7334,Kootenay,Non-management occupations
#7335,Kootenay,Non-management occupations
#7361,Kootenay,Non-management occupations
#7362,Kootenay,Non-management occupations
#7371,Kootenay,Non-management occupations
#7372,Kootenay,Non-management occupations
#7373,Kootenay,Non-management occupations
#7381,Kootenay,Non-management occupations
#7384,Kootenay,Non-management occupations
#7441,Kootenay,Non-management occupations
#7442,Kootenay,Non-management occupations
#7444,Kootenay,Non-management occupations
#7445,Kootenay,Non-management occupations
#7451,Kootenay,Non-management occupations
#7452,Kootenay,Non-management occupations
#7511,Kootenay,Non-management occupations
#7512,Kootenay,Non-management occupations
#7513,Kootenay,Non-management occupations
#7514,Kootenay,Non-management occupations
#7521,Kootenay,Non-management occupations
#7522,Kootenay,Non-management occupations
#7531,Kootenay,Non-management occupations
#7532,Kootenay,Non-management occupations
#7533,Kootenay,Non-management occupations
#7534,Kootenay,Non-management occupations
#7535,Kootenay,Non-management occupations
#7611,Kootenay,Non-management occupations
#7612,Kootenay,Non-management occupations
#7621,Kootenay,Non-management occupations
#7622,Kootenay,Non-management occupations
#8211,Kootenay,Non-management occupations
#8221,Kootenay,Non-management occupations
#8222,Kootenay,Non-management occupations
#8231,Kootenay,Non-management occupations
#8232,Kootenay,Non-management occupations
#8241,Kootenay,Non-management occupations
#8252,Kootenay,Non-management occupations
#8255,Kootenay,Non-management occupations
#8261,Kootenay,Non-management occupations
#8262,Kootenay,Non-management occupations
#8411,Kootenay,Non-management occupations
#8412,Kootenay,Non-management occupations
#8421,Kootenay,Non-management occupations
#8422,Kootenay,Non-management occupations
#8431,Kootenay,Non-management occupations
#8432,Kootenay,Non-management occupations
#8441,Kootenay,Non-management occupations
#8442,Kootenay,Non-management occupations
#8611,Kootenay,Non-management occupations
#8612,Kootenay,Non-management occupations
#8613,Kootenay,Non-management occupations
#8614,Kootenay,Non-management occupations
#8615,Kootenay,Non-management occupations
#8616,Kootenay,Non-management occupations
#9211,Kootenay,Non-management occupations
#9212,Kootenay,Non-management occupations
#9213,Kootenay,Non-management occupations
#9214,Kootenay,Non-management occupations
#9215,Kootenay,Non-management occupations
#9217,Kootenay,Non-management occupations
#9221,Kootenay,Non-management occupations
#9222,Kootenay,Non-management occupations
#9223,Kootenay,Non-management occupations
#9224,Kootenay,Non-management occupations
#9226,Kootenay,Non-management occupations
#9227,Kootenay,Non-management occupations
#9231,Kootenay,Non-management occupations
#9232,Kootenay,Non-management occupations
#9235,Kootenay,Non-management occupations
#9241,Kootenay,Non-management occupations
#9243,Kootenay,Non-management occupations
#9411,Kootenay,Non-management occupations
#9412,Kootenay,Non-management occupations
#9413,Kootenay,Non-management occupations
#9414,Kootenay,Non-management occupations
#9415,Kootenay,Non-management occupations
#9416,Kootenay,Non-management occupations
#9417,Kootenay,Non-management occupations
#9418,Kootenay,Non-management occupations
#9421,Kootenay,Non-management occupations
#9422,Kootenay,Non-management occupations
#9423,Kootenay,Non-management occupations
#9431,Kootenay,Non-management occupations
#9432,Kootenay,Non-management occupations
#9433,Kootenay,Non-management occupations
#9434,Kootenay,Non-management occupations
#9435,Kootenay,Non-management occupations
#9436,Kootenay,Non-management occupations
#9437,Kootenay,Non-management occupations
#9441,Kootenay,Non-management occupations
#9442,Kootenay,Non-management occupations
#9445,Kootenay,Non-management occupations
#9446,Kootenay,Non-management occupations
#9447,Kootenay,Non-management occupations
#9461,Kootenay,Non-management occupations
#9462,Kootenay,Non-management occupations
#9463,Kootenay,Non-management occupations
#9465,Kootenay,Non-management occupations
#9471,Kootenay,Non-management occupations
#9472,Kootenay,Non-management occupations
#9473,Kootenay,Non-management occupations
#9474,Kootenay,Non-management occupations
#9521,Kootenay,Non-management occupations
#9522,Kootenay,Non-management occupations
#9523,Kootenay,Non-management occupations
#9524,Kootenay,Non-management occupations
#9525,Kootenay,Non-management occupations
#9526,Kootenay,Non-management occupations
#9527,Kootenay,Non-management occupations
#9531,Kootenay,Non-management occupations
#9532,Kootenay,Non-management occupations
#9533,Kootenay,Non-management occupations
#9534,Kootenay,Non-management occupations
#9535,Kootenay,Non-management occupations
#9536,Kootenay,Non-management occupations
#9537,Kootenay,Non-management occupations
#9611,Kootenay,Non-management occupations
#9612,Kootenay,Non-management occupations
#9613,Kootenay,Non-management occupations
#9614,Kootenay,Non-management occupations
#9615,Kootenay,Non-management occupations
#9616,Kootenay,Non-management occupations
#9617,Kootenay,Non-management occupations
#9618,Kootenay,Non-management occupations
#9619,Kootenay,Non-management occupations
#0131,Cariboo,STEM occupations
#0211,Cariboo,STEM occupations
#0212,Cariboo,STEM occupations
#0213,Cariboo,STEM occupations
#0512,Cariboo,STEM occupations
#2111,Cariboo,STEM occupations
#2112,Cariboo,STEM occupations
#2113,Cariboo,STEM occupations
#2114,Cariboo,STEM occupations
#2115,Cariboo,STEM occupations
#2121,Cariboo,STEM occupations
#2122,Cariboo,STEM occupations
#2123,Cariboo,STEM occupations
#2131,Cariboo,STEM occupations
#2132,Cariboo,STEM occupations
#2133,Cariboo,STEM occupations
#2134,Cariboo,STEM occupations
#2141,Cariboo,STEM occupations
#2142,Cariboo,STEM occupations
#2143,Cariboo,STEM occupations
#2144,Cariboo,STEM occupations
#2145,Cariboo,STEM occupations
#2146,Cariboo,STEM occupations
#2147,Cariboo,STEM occupations
#2148,Cariboo,STEM occupations
#2161,Cariboo,STEM occupations
#2171,Cariboo,STEM occupations
#2172,Cariboo,STEM occupations
#2173,Cariboo,STEM occupations
#2174,Cariboo,STEM occupations
#2175,Cariboo,STEM occupations
#2211,Cariboo,STEM occupations
#2212,Cariboo,STEM occupations
#2221,Cariboo,STEM occupations
#2222,Cariboo,STEM occupations
#2223,Cariboo,STEM occupations
#2224,Cariboo,STEM occupations
#2225,Cariboo,STEM occupations
#2231,Cariboo,STEM occupations
#2232,Cariboo,STEM occupations
#2233,Cariboo,STEM occupations
#2234,Cariboo,STEM occupations
#2241,Cariboo,STEM occupations
#2242,Cariboo,STEM occupations
#2243,Cariboo,STEM occupations
#2244,Cariboo,STEM occupations
#2261,Cariboo,STEM occupations
#2262,Cariboo,STEM occupations
#2263,Cariboo,STEM occupations
#2264,Cariboo,STEM occupations
#2281,Cariboo,STEM occupations
#2282,Cariboo,STEM occupations
#2283,Cariboo,STEM occupations
#5222,Cariboo,STEM occupations
#5223,Cariboo,STEM occupations
#5224,Cariboo,STEM occupations
#5225,Cariboo,STEM occupations
#5226,Cariboo,STEM occupations
#5241,Cariboo,STEM occupations
#7202,Cariboo,STEM occupations
#7245,Cariboo,STEM occupations
#7246,Cariboo,STEM occupations
#7247,Cariboo,STEM occupations
#6322,Cariboo,Trades – non-construction
#6331,Cariboo,Trades – non-construction
#6332,Cariboo,Trades – non-construction
#6341,Cariboo,Trades – non-construction
#6346,Cariboo,Trades – non-construction
#7231,Cariboo,Trades – non-construction
#7232,Cariboo,Trades – non-construction
#7314,Cariboo,Trades – non-construction
#7315,Cariboo,Trades – non-construction
#7321,Cariboo,Trades – non-construction
#7322,Cariboo,Trades – non-construction
#7332,Cariboo,Trades – non-construction
#7334,Cariboo,Trades – non-construction
#2225,Cariboo,Trades – construction
#2243,Cariboo,Trades – construction
#7233,Cariboo,Trades – construction
#7234,Cariboo,Trades – construction
#7235,Cariboo,Trades – construction
#7236,Cariboo,Trades – construction
#7237,Cariboo,Trades – construction
#7241,Cariboo,Trades – construction
#7242,Cariboo,Trades – construction
#7244,Cariboo,Trades – construction
#7251,Cariboo,Trades – construction
#7252,Cariboo,Trades – construction
#7253,Cariboo,Trades – construction
#7271,Cariboo,Trades – construction
#7272,Cariboo,Trades – construction
#7281,Cariboo,Trades – construction
#7282,Cariboo,Trades – construction
#7283,Cariboo,Trades – construction
#7284,Cariboo,Trades – construction
#7291,Cariboo,Trades – construction
#7292,Cariboo,Trades – construction
#7293,Cariboo,Trades – construction
#7294,Cariboo,Trades – construction
#7295,Cariboo,Trades – construction
#7311,Cariboo,Trades – construction
#7312,Cariboo,Trades – construction
#7313,Cariboo,Trades – construction
#7331,Cariboo,Trades – construction
#7333,Cariboo,Trades – construction
#7371,Cariboo,Trades – construction
#7373,Cariboo,Trades – construction
#7384,Cariboo,Trades – construction
#7521,Cariboo,Trades – construction
#7611,Cariboo,Trades – construction
#8412,Cariboo,Trades – construction
#0011,Cariboo,Management occupations
#0012,Cariboo,Management occupations
#0013,Cariboo,Management occupations
#0014,Cariboo,Management occupations
#0015,Cariboo,Management occupations
#0016,Cariboo,Management occupations
#0111,Cariboo,Management occupations
#0112,Cariboo,Management occupations
#0113,Cariboo,Management occupations
#0114,Cariboo,Management occupations
#0121,Cariboo,Management occupations
#0122,Cariboo,Management occupations
#0124,Cariboo,Management occupations
#0125,Cariboo,Management occupations
#0131,Cariboo,Management occupations
#0132,Cariboo,Management occupations
#0211,Cariboo,Management occupations
#0212,Cariboo,Management occupations
#0213,Cariboo,Management occupations
#0311,Cariboo,Management occupations
#0411,Cariboo,Management occupations
#0412,Cariboo,Management occupations
#0413,Cariboo,Management occupations
#0414,Cariboo,Management occupations
#0421,Cariboo,Management occupations
#0422,Cariboo,Management occupations
#0423,Cariboo,Management occupations
#0431,Cariboo,Management occupations
#0432,Cariboo,Management occupations
#0433,Cariboo,Management occupations
#0511,Cariboo,Management occupations
#0512,Cariboo,Management occupations
#0513,Cariboo,Management occupations
#0601,Cariboo,Management occupations
#0621,Cariboo,Management occupations
#0631,Cariboo,Management occupations
#0632,Cariboo,Management occupations
#0651,Cariboo,Management occupations
#0711,Cariboo,Management occupations
#0712,Cariboo,Management occupations
#0714,Cariboo,Management occupations
#0731,Cariboo,Management occupations
#0811,Cariboo,Management occupations
#0821,Cariboo,Management occupations
#0822,Cariboo,Management occupations
#0823,Cariboo,Management occupations
#0911,Cariboo,Management occupations
#0912,Cariboo,Management occupations
#3011,Cariboo,Health occupations
#3012,Cariboo,Health occupations
#3111,Cariboo,Health occupations
#3112,Cariboo,Health occupations
#3113,Cariboo,Health occupations
#3114,Cariboo,Health occupations
#3121,Cariboo,Health occupations
#3122,Cariboo,Health occupations
#3124,Cariboo,Health occupations
#3125,Cariboo,Health occupations
#3131,Cariboo,Health occupations
#3132,Cariboo,Health occupations
#3141,Cariboo,Health occupations
#3142,Cariboo,Health occupations
#3143,Cariboo,Health occupations
#3144,Cariboo,Health occupations
#3211,Cariboo,Health occupations
#3212,Cariboo,Health occupations
#3213,Cariboo,Health occupations
#3214,Cariboo,Health occupations
#3215,Cariboo,Health occupations
#3216,Cariboo,Health occupations
#3217,Cariboo,Health occupations
#3219,Cariboo,Health occupations
#3221,Cariboo,Health occupations
#3222,Cariboo,Health occupations
#3223,Cariboo,Health occupations
#3231,Cariboo,Health occupations
#3232,Cariboo,Health occupations
#3233,Cariboo,Health occupations
#3234,Cariboo,Health occupations
#3236,Cariboo,Health occupations
#3237,Cariboo,Health occupations
#3411,Cariboo,Health occupations
#3413,Cariboo,Health occupations
#3414,Cariboo,Health occupations
#1111,Cariboo,Non-management occupations
#1112,Cariboo,Non-management occupations
#1113,Cariboo,Non-management occupations
#1114,Cariboo,Non-management occupations
#1121,Cariboo,Non-management occupations
#1122,Cariboo,Non-management occupations
#1123,Cariboo,Non-management occupations
#1211,Cariboo,Non-management occupations
#1212,Cariboo,Non-management occupations
#1213,Cariboo,Non-management occupations
#1214,Cariboo,Non-management occupations
#1215,Cariboo,Non-management occupations
#1221,Cariboo,Non-management occupations
#1222,Cariboo,Non-management occupations
#1223,Cariboo,Non-management occupations
#1224,Cariboo,Non-management occupations
#1225,Cariboo,Non-management occupations
#1226,Cariboo,Non-management occupations
#1227,Cariboo,Non-management occupations
#1228,Cariboo,Non-management occupations
#1241,Cariboo,Non-management occupations
#1242,Cariboo,Non-management occupations
#1243,Cariboo,Non-management occupations
#1251,Cariboo,Non-management occupations
#1252,Cariboo,Non-management occupations
#1253,Cariboo,Non-management occupations
#1254,Cariboo,Non-management occupations
#1311,Cariboo,Non-management occupations
#1312,Cariboo,Non-management occupations
#1313,Cariboo,Non-management occupations
#1314,Cariboo,Non-management occupations
#1315,Cariboo,Non-management occupations
#1411,Cariboo,Non-management occupations
#1414,Cariboo,Non-management occupations
#1415,Cariboo,Non-management occupations
#1416,Cariboo,Non-management occupations
#1422,Cariboo,Non-management occupations
#1423,Cariboo,Non-management occupations
#1431,Cariboo,Non-management occupations
#1432,Cariboo,Non-management occupations
#1434,Cariboo,Non-management occupations
#1435,Cariboo,Non-management occupations
#1451,Cariboo,Non-management occupations
#1452,Cariboo,Non-management occupations
#1454,Cariboo,Non-management occupations
#1511,Cariboo,Non-management occupations
#1512,Cariboo,Non-management occupations
#1513,Cariboo,Non-management occupations
#1521,Cariboo,Non-management occupations
#1522,Cariboo,Non-management occupations
#1523,Cariboo,Non-management occupations
#1524,Cariboo,Non-management occupations
#1525,Cariboo,Non-management occupations
#1526,Cariboo,Non-management occupations
#2111,Cariboo,Non-management occupations
#2112,Cariboo,Non-management occupations
#2113,Cariboo,Non-management occupations
#2114,Cariboo,Non-management occupations
#2115,Cariboo,Non-management occupations
#2121,Cariboo,Non-management occupations
#2122,Cariboo,Non-management occupations
#2123,Cariboo,Non-management occupations
#2131,Cariboo,Non-management occupations
#2132,Cariboo,Non-management occupations
#2133,Cariboo,Non-management occupations
#2134,Cariboo,Non-management occupations
#2141,Cariboo,Non-management occupations
#2142,Cariboo,Non-management occupations
#2143,Cariboo,Non-management occupations
#2144,Cariboo,Non-management occupations
#2145,Cariboo,Non-management occupations
#2146,Cariboo,Non-management occupations
#2147,Cariboo,Non-management occupations
#2148,Cariboo,Non-management occupations
#2151,Cariboo,Non-management occupations
#2152,Cariboo,Non-management occupations
#2153,Cariboo,Non-management occupations
#2154,Cariboo,Non-management occupations
#2161,Cariboo,Non-management occupations
#2171,Cariboo,Non-management occupations
#2172,Cariboo,Non-management occupations
#2173,Cariboo,Non-management occupations
#2174,Cariboo,Non-management occupations
#2175,Cariboo,Non-management occupations
#2211,Cariboo,Non-management occupations
#2212,Cariboo,Non-management occupations
#2221,Cariboo,Non-management occupations
#2222,Cariboo,Non-management occupations
#2223,Cariboo,Non-management occupations
#2224,Cariboo,Non-management occupations
#2225,Cariboo,Non-management occupations
#2231,Cariboo,Non-management occupations
#2232,Cariboo,Non-management occupations
#2233,Cariboo,Non-management occupations
#2234,Cariboo,Non-management occupations
#2241,Cariboo,Non-management occupations
#2242,Cariboo,Non-management occupations
#2243,Cariboo,Non-management occupations
#2244,Cariboo,Non-management occupations
#2251,Cariboo,Non-management occupations
#2252,Cariboo,Non-management occupations
#2253,Cariboo,Non-management occupations
#2254,Cariboo,Non-management occupations
#2255,Cariboo,Non-management occupations
#2261,Cariboo,Non-management occupations
#2262,Cariboo,Non-management occupations
#2263,Cariboo,Non-management occupations
#2264,Cariboo,Non-management occupations
#2271,Cariboo,Non-management occupations
#2272,Cariboo,Non-management occupations
#2273,Cariboo,Non-management occupations
#2274,Cariboo,Non-management occupations
#2275,Cariboo,Non-management occupations
#2281,Cariboo,Non-management occupations
#2282,Cariboo,Non-management occupations
#2283,Cariboo,Non-management occupations
#3011,Cariboo,Non-management occupations
#3012,Cariboo,Non-management occupations
#3111,Cariboo,Non-management occupations
#3112,Cariboo,Non-management occupations
#3113,Cariboo,Non-management occupations
#3114,Cariboo,Non-management occupations
#3121,Cariboo,Non-management occupations
#3122,Cariboo,Non-management occupations
#3124,Cariboo,Non-management occupations
#3125,Cariboo,Non-management occupations
#3131,Cariboo,Non-management occupations
#3132,Cariboo,Non-management occupations
#3141,Cariboo,Non-management occupations
#3142,Cariboo,Non-management occupations
#3143,Cariboo,Non-management occupations
#3144,Cariboo,Non-management occupations
#3211,Cariboo,Non-management occupations
#3212,Cariboo,Non-management occupations
#3213,Cariboo,Non-management occupations
#3214,Cariboo,Non-management occupations
#3215,Cariboo,Non-management occupations
#3216,Cariboo,Non-management occupations
#3217,Cariboo,Non-management occupations
#3219,Cariboo,Non-management occupations
#3221,Cariboo,Non-management occupations
#3222,Cariboo,Non-management occupations
#3223,Cariboo,Non-management occupations
#3231,Cariboo,Non-management occupations
#3232,Cariboo,Non-management occupations
#3233,Cariboo,Non-management occupations
#3234,Cariboo,Non-management occupations
#3236,Cariboo,Non-management occupations
#3237,Cariboo,Non-management occupations
#3411,Cariboo,Non-management occupations
#3413,Cariboo,Non-management occupations
#3414,Cariboo,Non-management occupations
#4011,Cariboo,Non-management occupations
#4012,Cariboo,Non-management occupations
#4021,Cariboo,Non-management occupations
#4031,Cariboo,Non-management occupations
#4032,Cariboo,Non-management occupations
#4033,Cariboo,Non-management occupations
#4111,Cariboo,Non-management occupations
#4112,Cariboo,Non-management occupations
#4151,Cariboo,Non-management occupations
#4152,Cariboo,Non-management occupations
#4153,Cariboo,Non-management occupations
#4154,Cariboo,Non-management occupations
#4155,Cariboo,Non-management occupations
#4156,Cariboo,Non-management occupations
#4161,Cariboo,Non-management occupations
#4162,Cariboo,Non-management occupations
#4163,Cariboo,Non-management occupations
#4164,Cariboo,Non-management occupations
#4165,Cariboo,Non-management occupations
#4166,Cariboo,Non-management occupations
#4167,Cariboo,Non-management occupations
#4168,Cariboo,Non-management occupations
#4169,Cariboo,Non-management occupations
#4211,Cariboo,Non-management occupations
#4212,Cariboo,Non-management occupations
#4214,Cariboo,Non-management occupations
#4215,Cariboo,Non-management occupations
#4216,Cariboo,Non-management occupations
#4217,Cariboo,Non-management occupations
#4311,Cariboo,Non-management occupations
#4312,Cariboo,Non-management occupations
#4313,Cariboo,Non-management occupations
#4411,Cariboo,Non-management occupations
#4412,Cariboo,Non-management occupations
#4413,Cariboo,Non-management occupations
#4421,Cariboo,Non-management occupations
#4422,Cariboo,Non-management occupations
#4423,Cariboo,Non-management occupations
#5111,Cariboo,Non-management occupations
#5112,Cariboo,Non-management occupations
#5113,Cariboo,Non-management occupations
#5121,Cariboo,Non-management occupations
#5122,Cariboo,Non-management occupations
#5123,Cariboo,Non-management occupations
#5125,Cariboo,Non-management occupations
#5131,Cariboo,Non-management occupations
#5132,Cariboo,Non-management occupations
#5133,Cariboo,Non-management occupations
#5134,Cariboo,Non-management occupations
#5135,Cariboo,Non-management occupations
#5136,Cariboo,Non-management occupations
#5211,Cariboo,Non-management occupations
#5212,Cariboo,Non-management occupations
#5221,Cariboo,Non-management occupations
#5222,Cariboo,Non-management occupations
#5223,Cariboo,Non-management occupations
#5224,Cariboo,Non-management occupations
#5225,Cariboo,Non-management occupations
#5226,Cariboo,Non-management occupations
#5227,Cariboo,Non-management occupations
#5231,Cariboo,Non-management occupations
#5232,Cariboo,Non-management occupations
#5241,Cariboo,Non-management occupations
#5242,Cariboo,Non-management occupations
#5243,Cariboo,Non-management occupations
#5244,Cariboo,Non-management occupations
#5245,Cariboo,Non-management occupations
#5251,Cariboo,Non-management occupations
#5252,Cariboo,Non-management occupations
#5253,Cariboo,Non-management occupations
#5254,Cariboo,Non-management occupations
#6211,Cariboo,Non-management occupations
#6221,Cariboo,Non-management occupations
#6222,Cariboo,Non-management occupations
#6231,Cariboo,Non-management occupations
#6232,Cariboo,Non-management occupations
#6235,Cariboo,Non-management occupations
#6311,Cariboo,Non-management occupations
#6312,Cariboo,Non-management occupations
#6313,Cariboo,Non-management occupations
#6314,Cariboo,Non-management occupations
#6315,Cariboo,Non-management occupations
#6316,Cariboo,Non-management occupations
#6321,Cariboo,Non-management occupations
#6322,Cariboo,Non-management occupations
#6331,Cariboo,Non-management occupations
#6332,Cariboo,Non-management occupations
#6341,Cariboo,Non-management occupations
#6342,Cariboo,Non-management occupations
#6343,Cariboo,Non-management occupations
